date,pe,index_value,earnings,earnings_yoy
2018-11-26,25.71,10628.599609375,413.4033298084403,5.089444586818459
2018-11-27,25.85,10685.599609375,413.3694239603481,4.874439551998577
2018-11-28,25.96,10728.849609375,413.2838832578968,5.495825145809041
2018-11-29,26.27,10858.7001953125,413.34983613675297,5.766432283137757
2018-11-30,26.31,10876.75,413.4074496389206,5.801937296115267
2018-12-03,26.33,10883.75,413.3592859855678,5.768911218811046
2018-12-04,26.3,10869.5,413.2889733840304,5.730878849384791
2018-12-05,26.09,10782.900390625,413.2962970726332,5.744308551314603
2018-12-06,25.65,10601.150390625,413.3002101608187,5.724156282416937
2018-12-07,25.87,10693.7001953125,413.3629762393699,5.772701408711778
2018-12-10,25.37,10488.4501953125,413.41940068240046,5.765808513055681
2018-12-11,25.52,10549.150390625,413.3679620150862,5.770232367954753
2018-12-12,25.98,10737.599609375,413.30252538010006,5.752385135192051
2018-12-13,26.11,10791.5498046875,413.31098447673304,5.739507408670974
2018-12-14,26.14,10805.4501953125,413.36840838991964,5.741516526147783
2018-12-17,26.34,10888.349609375,413.37697833618074,5.84469023154115
2018-12-18,26.39,10908.7001953125,413.364918352122,5.842470527731414
2018-12-19,26.53,10967.2998046875,413.3923786161892,5.85297558742508
2018-12-20,26.5,10951.7001953125,413.27170548349056,5.816200410512584
2018-12-21,26.02,10754.0,413.2974634896234,5.831668487024277
2018-12-24,25.8,10663.5,413.3139534883721,5.827468779118727
2018-12-26,25.96,10729.849609375,413.32240405912944,5.8271561095115665
2018-12-27,26.08,10779.7998046875,413.33588208157596,5.864830613306049
2018-12-28,26.16,10859.900390625,415.13380698107795,6.32527998563821
2018-12-31,26.17,10862.5498046875,415.0764159223347,6.251334524672725
2019-01-01,26.28,10862.5498046875,413.3390336639079,5.812280753728882
2019-01-02,26.0,10792.5,415.09615384615387,6.239608519593287
2019-01-03,25.71,10672.25,415.10112796577204,6.252319997269318
2019-01-04,25.84,10727.349609375,415.14510872194273,6.125007069988642
2019-01-07,25.95,10771.7998046875,415.0982583694605,5.1670005592497015
2019-01-08,26.02,10802.150390625,415.147978117794,6.150531577826923
2019-01-09,26.15,10855.150390625,415.1109135994264,6.130890778858866
2019-01-10,26.07,10821.599609375,415.0977985951285,6.137452189140813
2019-01-11,26.0,10794.9501953125,415.19039212740387,6.1288786002695606
2019-01-14,25.8,10737.599609375,416.18603137112405,6.400966034757549
2019-01-15,26.16,10886.7998046875,416.1620720446292,6.378177483251557
2019-01-16,26.17,10890.2998046875,416.1367903969239,6.380596256783999
2019-01-17,26.21,10905.2001953125,416.0702096647272,6.369156540279608
2019-01-18,26.19,10906.9501953125,416.4547611803169,6.36288716207416
2019-01-21,26.29,10961.849609375,416.9589048830354,5.039851523205674
2019-01-22,26.54,10922.75,411.5580256217031,3.6928743018842303
2019-01-23,26.32,10831.5,411.53115501519756,3.678594396933077
2019-01-24,26.31,10849.7998046875,412.3831168638351,3.8868441761995554
2019-01-25,26.14,10780.5498046875,412.41583032469396,3.8733529260278843
2019-01-28,25.85,10661.5498046875,412.43906401112184,3.878889178555278
2019-01-29,25.84,10652.2001953125,412.2368496637964,3.433930791439521
2019-01-30,25.84,10651.7998046875,412.22135467056887,2.850826900486503
2019-01-31,26.26,10830.9501953125,412.45050248714773,2.8736949390430366
2019-02-01,26.4,10893.650390625,412.6382723721591,2.729516694326839
2019-02-04,27.02,10912.25,403.8582531458179,0.5474395232248686
2019-02-05,27.07,10934.349609375,403.92868893147397,0.7285177224638728
2019-02-06,27.39,11062.4501953125,403.8864620413472,0.7433995349628075
2019-02-07,27.41,11069.400390625,403.84532618113826,-2.2718744725449214
2019-02-08,27.1,10943.599609375,403.8228638145756,-2.39999231462118
2019-02-11,26.96,10888.7998046875,403.88723311155417,-2.3968842041280247
2019-02-12,26.84,10831.400390625,403.55441097708643,-2.4693128995751934
2019-02-13,26.6,10831.400390625,407.19550340695486,-1.597191493991723
2019-02-14,26.58,10746.0498046875,404.29081281743794,-2.2814202933533423
2019-02-15,26.53,10724.400390625,404.2367278788164,-2.275178952515544
2019-02-18,26.32,10640.9501953125,404.2914207945479,-2.3238678207554653
2019-02-19,26.23,10604.349609375,404.28324854651163,-2.4322348346809464
2019-02-20,26.5,10735.4501953125,405.111328125,-1.8644793988314534
2019-02-21,26.31,10789.849609375,410.1045081480426,-0.6588014839451595
2019-02-22,26.32,10791.650390625,410.01711210581306,-0.7052917371443534
2019-02-25,26.53,10880.099609375,410.10552617320013,-0.6827928476476508
2019-02-26,26.43,10835.2998046875,409.9621568175369,0.6475693288039652
2019-02-27,26.36,10806.650390625,409.9639753651366,0.6245567620457804
2019-02-28,26.32,10792.5,410.04939209726444,0.5497903889084998
2019-03-01,26.49,10863.5,410.0981502453756,0.5205399048449078
2019-03-05,26.93,10987.4501953125,408.0003785856851,-0.14676553908528067
2019-03-06,27.09,11053.0,408.01033591731266,-0.1660406651103119
2019-03-07,27.11,11058.2001953125,407.90115069393215,0.017758904900122552
2019-03-08,27.05,11035.400390625,407.9630458641405,-0.4099284579769824
2019-03-11,27.38,11168.0498046875,407.89078906820674,-0.4194080625997021
2019-03-12,27.7,11301.2001953125,407.9855666177798,-0.4199228084546647
2019-03-13,27.8,11341.7001953125,407.97482716951436,-0.3883715559463874
2019-03-14,27.81,11343.25,407.88385472851496,-0.4302217039075962
2019-03-15,28.01,11426.849609375,407.95607316583363,-0.42551248907093386
2019-03-18,28.1,11462.2001953125,407.9074802602313,-0.44156908132479966
